Location,Tournament,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,AvgW,AvgL,target
0,101,0,1,1,0,2,314,53,74.0,59.0,704.0,853.0,1.68,2.16,0
1,5,1,1,2,0,1,498,252,75.0,95.0,830.0,705.0,1.1,6.76,0
90,100,1,1,2,4,2,640,489,10.0,43.0,2530.0,1005.0,1.5,2.53,0
53,17,2,1,2,4,4,163,250,15.0,11.0,2135.0,2750.0,1.56,2.43,1
68,20,3,0,2,0,1,432,678,41.0,28.0,1270.0,1571.0,3.16,1.35,0
5,44,0,0,2,7,1,493,733,243.0,18.0,192.0,1670.0,2.52,1.52,1
23,131,3,1,2,0,1,132,353,16.0,30.0,2315.0,1320.0,2.24,1.64,1
61,19,0,1,0,1,2,347,46,122.0,90.0,451.0,669.0,1.28,3.72,1
56,79,3,1,2,2,1,110,337,21.0,16.0,1845.0,2265.0,3.66,1.27,0
56,79,3,1,2,2,1,199,765,32.0,5.0,1233.0,5060.0,7.09,1.09,0
41,21,3,1,2,0,2,443,324,57.0,52.0,924.0,975.0,2.06,1.76,1
57,83,3,1,0,2,2,569,185,12.0,99.0,2740.0,570.0,1.23,4.11,1
44,73,0,0,2,0,2,47,504,95.0,115.0,561.0,475.0,1.62,2.26,1
45,75,4,0,2,5,2,121,510,7.0,5.0,3450.0,4705.0,2.41,1.56,1
63,127,2,1,2,1,4,410,489,40.0,23.0,1100.0,1885.0,4.45,1.21,1
56,79,3,1,2,0,1,439,379,101.0,892.0,575.0,20.0,1.41,2.84,0
6,16,0,1,2,1,1,313,631,25.0,281.0,1468.0,171.0,1.34,3.19,1
53,17,2,1,2,1,4,208,591,17.0,200.0,1980.0,274.0,1.02,14.09,1
31,81,0,1,0,0,2,5,529,86.0,55.0,630.0,870.0,1.74,2.07,1
89,123,0,0,2,0,1,442,89,255.0,174.0,195.0,314.0,3.34,1.32,0
99,135,0,1,2,0,1,760,348,224.0,85.0,213.0,614.0,3.43,1.31,1
55,94,0,0,2,4,1,493,307,113.0,13.0,706.0,3128.0,2.25,1.63,0
56,113,3,1,2,2,1,114,132,40.0,13.0,1100.0,2345.0,2.63,1.5,0
81,108,3,1,2,0,2,741,114,233.0,83.0,217.0,630.0,4.47,1.2,1
52,90,0,0,2,0,2,566,766,212.0,175.0,247.0,314.0,6.02,1.12,0
23,131,3,1,2,0,1,82,422,39.0,33.0,1265.0,1340.0,1.35,3.15,1
48,85,3,1,0,1,2,765,121,19.0,7.0,2165.0,3725.0,1.98,1.82,1
64,57,0,1,1,0,2,360,197,122.0,108.0,447.0,510.0,1.36,3.13,1
45,132,2,1,1,1,4,210,420,14.0,51.0,2605.0,919.0,1.65,2.22,0
45,132,2,1,1,0,4,458,580,120.0,19.0,463.0,1710.0,3.54,1.28,1
41,21,3,1,2,1,1,222,631,5.0,41.0,3795.0,964.0,1.23,4.13,1
23,131,3,1,2,7,1,765,592,5.0,7.0,7263.0,6005.0,1.4,2.95,1
45,132,2,1,1,0,4,135,374,24.0,42.0,1555.0,1013.0,1.83,1.95,0
6,18,0,1,2,0,2,270,381,186.0,71.0,308.0,771.0,2.44,1.56,0
53,17,2,1,2,0,3,348,155,70.0,112.0,931.0,646.0,1.21,4.42,1
23,131,3,1,2,0,1,49,163,16.0,21.0,2720.0,2466.0,1.5,2.61,0
15,26,0,1,2,0,1,250,727,52.0,68.0,1037.0,778.0,1.78,2.03,0
99,135,0,1,2,1,1,336,568,50.0,46.0,1029.0,1050.0,1.62,2.28,0
55,94,0,0,2,0,2,529,696,41.0,120.0,1085.0,483.0,1.58,2.36,1
70,72,0,1,2,0,1,70,356,862.0,168.0,18.0,390.0,1.5,2.56,1
68,20,3,0,2,2,1,765,422,7.0,36.0,5015.0,1426.0,1.17,5.05,1
68,47,2,1,0,2,3,498,765,75.0,3.0,827.0,7075.0,7.89,1.08,0
68,47,2,1,0,2,4,250,5,13.0,49.0,2570.0,899.0,1.46,2.68,1
68,47,2,1,0,1,3,353,376,28.0,494.0,1565.0,85.0,1.15,5.37,1
45,132,2,1,1,0,4,637,560,170.0,36.0,310.0,1140.0,4.75,1.18,0
31,82,0,1,0,1,2,489,679,28.0,64.0,1465.0,823.0,2.33,1.61,0
52,90,0,0,2,6,1,80,592,69.0,7.0,919.0,4700.0,3.48,1.31,0
2,7,0,1,2,0,1,651,279,46.0,49.0,990.0,929.0,1.56,2.41,1
53,17,2,1,2,0,4,427,659,94.0,83.0,587.0,645.0,1.53,2.5,1
46,6,0,1,2,0,2,422,766,66.0,135.0,775.0,422.0,1.64,2.2,0
71,99,1,1,1,1,1,114,696,65.0,6.0,810.0,4215.0,3.65,1.28,0
9,92,1,1,0,1,1,443,568,14.0,83.0,2505.0,660.0,1.48,2.65,1
81,108,3,1,2,4,2,697,10,15.0,10.0,1990.0,2475.0,1.75,2.07,1
63,127,2,1,2,0,3,96,247,75.0,232.0,808.0,200.0,1.64,2.27,1
5,44,0,0,2,0,1,135,155,45.0,79.0,1088.0,693.0,1.23,4.13,1
48,85,3,1,0,1,2,472,262,15.0,62.0,2020.0,800.0,1.17,4.88,0
87,117,0,1,1,0,1,629,577,30.0,81.0,1651.0,761.0,1.42,2.85,0
53,17,2,1,2,1,3,393,236,29.0,81.0,1660.0,703.0,1.06,9.38,1
63,127,2,1,2,0,4,379,458,17.0,235.0,2325.0,220.0,1.09,7.49,0
96,32,1,1,2,4,1,163,306,20.0,36.0,1600.0,1159.0,1.46,2.69,1
64,57,0,1,1,4,2,324,621,48.0,156.0,1005.0,357.0,1.38,3.08,1
25,34,0,1,0,0,1,750,101,76.0,77.0,702.0,695.0,2.53,1.51,1
1,5,1,1,2,0,2,637,210,132.0,9.0,411.0,4185.0,7.99,1.07,0
4,11,0,1,1,1,1,678,344,45.0,89.0,967.0,628.0,1.29,3.57,1
81,108,3,1,2,2,1,22,443,36.0,5.0,1350.0,5375.0,4.89,1.17,0
1,5,1,1,2,1,2,10,324,15.0,44.0,2125.0,971.0,1.35,3.07,1
95,42,1,0,2,4,2,553,235,25.0,32.0,1780.0,1375.0,2.32,1.61,1
59,27,3,1,2,0,1,503,222,36.0,13.0,1292.0,3330.0,9.43,1.06,0
63,127,2,1,2,1,3,642,455,1.0,49.0,9360.0,1115.0,1.04,12.25,1
57,83,3,1,0,1,1,568,513,37.0,10.0,1221.0,3440.0,2.26,1.63,1
11,111,0,1,0,0,2,746,314,337.0,91.0,136.0,642.0,1.79,2.01,1
10,119,1,0,2,0,2,496,587,7.0,69.0,4330.0,737.0,1.14,5.49,1
37,44,0,1,0,1,1,356,142,186.0,35.0,283.0,1130.0,4.89,1.17,0
53,17,2,1,2,3,4,472,496,6.0,9.0,3625.0,3195.0,2.97,1.39,0
45,132,2,1,1,0,3,3,307,144.0,7.0,406.0,4235.0,10.99,1.04,0
1,5,1,1,2,0,1,526,102,82.0,17.0,804.0,2181.0,3.11,1.36,0
68,47,2,1,0,0,3,484,164,73.0,55.0,968.0,1168.0,2.05,1.77,0
68,47,2,1,0,0,4,51,59,48.0,95.0,965.0,546.0,1.77,2.02,1
68,47,2,1,0,0,4,119,276,111.0,154.0,547.0,347.0,2.01,1.79,0
14,33,0,1,0,4,2,315,684,105.0,29.0,504.0,1195.0,3.81,1.26,0
74,64,3,1,0,1,1,696,642,6.0,81.0,5175.0,743.0,1.28,3.68,0
5,44,0,0,2,1,2,356,135,128.0,22.0,475.0,1700.0,2.56,1.49,0
4,11,0,0,2,0,1,21,47,267.0,40.0,206.0,1395.0,2.42,1.56,0
11,88,0,1,0,0,1,82,541,51.0,153.0,936.0,389.0,1.29,3.54,1
0,101,0,1,1,4,2,765,61,10.0,94.0,3070.0,554.0,1.12,6.18,1
48,85,3,1,0,0,1,22,529,105.0,161.0,556.0,377.0,1.52,2.51,1
27,37,0,1,2,0,1,615,422,107.0,51.0,529.0,920.0,2.96,1.4,0
95,42,1,0,2,0,1,233,733,22.0,19.0,2135.0,2230.0,3.8,1.26,1
53,17,2,1,2,1,3,642,145,4.0,161.0,6490.0,393.0,1.02,17.56,1
26,36,1,0,2,0,1,511,498,67.0,42.0,847.0,1250.0,2.46,1.54,1
56,79,3,1,2,0,1,22,213,38.0,37.0,1096.0,1128.0,2.07,1.75,1
43,50,0,1,0,6,1,49,568,20.0,52.0,1600.0,915.0,1.83,1.96,1
75,0,1,0,2,1,1,494,307,63.0,11.0,995.0,3308.0,3.59,1.29,1
96,32,1,1,2,0,2,511,765,136.0,96.0,402.0,523.0,2.64,1.46,0
6,18,0,1,2,7,2,286,313,53.0,9.0,920.0,3490.0,3.84,1.27,0
45,132,2,1,1,0,4,61,223,63.0,49.0,876.0,997.0,1.61,2.34,1
9,23,1,1,0,0,1,337,513,27.0,88.0,1760.0,742.0,1.57,2.42,1
45,132,2,1,1,3,3,485,494,58.0,25.0,853.0,1620.0,1.92,1.88,0
97,133,0,1,2,1,1,498,213,72.0,48.0,795.0,1007.0,1.76,2.05,1
11,88,0,1,0,0,1,416,707,191.0,77.0,308.0,748.0,3.22,1.33,0
35,118,0,1,0,6,1,164,236,52.0,155.0,1278.0,489.0,1.4,2.93,0
56,113,3,1,2,4,2,765,132,5.0,36.0,4505.0,1366.0,1.61,2.33,1
29,38,1,1,2,0,1,307,662,8.0,25.0,3395.0,1531.0,1.19,4.5,1
81,108,3,1,2,0,1,540,458,21.0,58.0,1655.0,991.0,2.07,1.75,0
5,44,0,0,2,0,1,40,228,72.0,92.0,758.0,665.0,1.29,3.59,1
68,20,3,0,2,0,1,177,577,45.0,42.0,981.0,997.0,1.54,2.47,1
41,21,3,1,2,3,1,534,443,11.0,6.0,3330.0,3930.0,2.01,1.8,0
84,112,0,0,2,6,1,223,68,47.0,53.0,959.0,904.0,2.27,1.64,1
74,64,3,1,0,1,1,243,453,164.0,21.0,341.0,2182.0,4.41,1.21,0
63,127,2,1,2,2,4,313,720,13.0,48.0,2235.0,962.0,1.22,4.24,1
31,82,0,1,0,1,2,320,518,65.0,206.0,822.0,287.0,1.29,3.64,1
18,14,0,1,0,1,1,618,432,386.0,41.0,124.0,1295.0,3.01,1.37,0
22,29,0,1,2,0,2,585,489,116.0,46.0,470.0,855.0,2.05,1.73,0
68,47,2,1,0,0,3,236,631,88.0,15.0,673.0,2500.0,2.96,1.4,0
41,21,3,1,2,2,1,443,455,6.0,32.0,3930.0,1445.0,1.34,3.26,1
53,17,2,1,2,3,4,493,766,1.0,50.0,12560.0,894.0,1.02,16.48,0
28,97,0,1,2,6,2,540,592,64.0,39.0,774.0,1229.0,2.54,1.52,0
48,85,3,1,0,0,1,47,679,17.0,37.0,1930.0,1185.0,1.8,2.02,0
47,71,0,1,0,0,1,292,353,84.0,65.0,897.0,1027.0,2.12,1.71,0
68,20,3,0,2,7,2,165,493,1.0,3.0,15785.0,8070.0,1.25,3.94,1
50,12,0,1,2,1,1,568,62,47.0,88.0,1360.0,871.0,1.3,3.53,1
63,127,2,1,2,0,3,765,3,6.0,41.0,4005.0,1137.0,1.44,2.81,1
56,79,3,1,2,2,1,467,443,56.0,5.0,865.0,4330.0,11.12,1.04,0
59,103,3,1,2,1,2,472,510,22.0,9.0,1915.0,3320.0,2.51,1.53,1
52,90,0,0,2,0,1,134,71,37.0,152.0,1016.0,385.0,1.2,4.4,1
5,44,0,0,2,6,1,642,284,16.0,32.0,2895.0,1640.0,1.52,2.53,1
41,21,3,1,2,6,1,443,679,6.0,16.0,3775.0,2395.0,1.23,4.18,1
23,131,3,1,2,1,1,405,208,55.0,3.0,940.0,7460.0,12.14,1.03,0
9,23,1,1,0,0,1,707,760,99.0,47.0,625.0,1044.0,1.89,1.91,1
48,85,3,1,0,0,1,618,264,72.0,128.0,730.0,466.0,1.27,3.76,0
90,100,1,1,2,0,2,510,132,6.0,38.0,4540.0,1076.0,1.11,6.2,1
1,5,1,1,2,0,2,350,383,138.0,78.0,402.0,646.0,1.52,2.48,0
53,56,0,1,2,6,1,475,688,83.0,71.0,824.0,894.0,2.12,1.72,0
46,70,0,1,2,0,1,327,195,276.0,377.0,206.0,124.0,1.96,1.82,1
74,64,3,1,0,1,1,642,350,8.0,104.0,3525.0,576.0,1.12,6.21,1
18,14,0,1,0,0,2,471,261,60.0,94.0,815.0,564.0,1.28,3.55,1
40,126,0,1,0,6,2,222,324,72.0,51.0,744.0,975.0,2.32,1.61,0
1,5,1,1,2,6,1,494,696,120.0,5.0,630.0,6765.0,5.52,1.15,0
82,109,0,1,2,0,2,274,77,64.0,62.0,760.0,775.0,2.6,1.48,0
41,21,3,1,2,2,1,337,142,15.0,28.0,2470.0,1390.0,1.64,2.28,0
42,65,0,1,0,4,2,202,114,100.0,87.0,601.0,675.0,3.3,1.34,0
3,10,0,0,2,0,1,139,200,89.0,180.0,636.0,326.0,2.72,1.44,0
73,102,1,1,0,0,2,618,522,51.0,92.0,865.0,605.0,1.2,4.46,1
57,83,3,1,0,1,1,662,163,44.0,28.0,990.0,1300.0,2.2,1.66,0
79,46,0,1,0,0,1,356,15,125.0,54.0,487.0,1024.0,2.29,1.62,0
18,14,0,1,0,7,2,510,170,5.0,66.0,4625.0,715.0,1.2,4.43,0
56,113,3,1,2,2,2,697,472,13.0,19.0,2245.0,1735.0,2.23,1.64,0
37,44,0,1,0,1,1,540,164,228.0,57.0,260.0,865.0,3.13,1.35,0
80,68,0,1,2,0,1,542,320,140.0,111.0,391.0,479.0,2.61,1.48,0
37,44,0,1,0,0,1,29,484,164.0,89.0,440.0,848.0,1.93,1.87,1
45,132,2,1,1,1,3,78,513,149.0,34.0,482.0,1770.0,3.54,1.3,0
90,66,1,1,2,1,1,455,516,49.0,79.0,1115.0,700.0,1.53,2.5,1
53,17,2,1,2,0,4,489,222,28.0,93.0,1415.0,628.0,1.35,3.14,1
36,58,1,1,1,1,1,250,3,33.0,41.0,1255.0,1101.0,1.22,4.29,1
40,126,0,1,0,4,1,379,464,94.0,226.0,718.0,244.0,1.1,7.09,1
74,64,3,1,0,0,1,25,132,30.0,15.0,1349.0,2445.0,1.82,1.99,0
46,70,0,1,2,0,1,498,701,61.0,175.0,719.0,304.0,1.07,7.79,1
53,17,2,1,2,1,4,322,489,100.0,28.0,560.0,1490.0,6.44,1.11,0
24,137,0,0,2,1,1,324,142,71.0,64.0,870.0,928.0,2.46,1.54,0
74,64,3,1,0,1,1,472,348,9.0,97.0,2860.0,652.0,1.41,2.89,0
57,83,3,1,0,0,1,393,353,28.0,24.0,1745.0,2010.0,1.63,2.28,1
96,32,1,1,2,0,1,534,367,128.0,98.0,427.0,565.0,1.76,2.06,1
81,108,3,1,2,2,2,560,163,17.0,9.0,2445.0,3455.0,2.4,1.57,0
15,26,0,1,2,4,2,314,286,63.0,47.0,809.0,1010.0,1.92,1.88,0
93,35,0,1,0,0,1,467,2,38.0,276.0,1121.0,175.0,1.15,5.4,1
29,38,1,1,2,0,1,305,651,51.0,67.0,890.0,745.0,2.65,1.47,0
36,53,1,1,1,0,2,662,436,106.0,487.0,498.0,73.0,2.04,1.74,0
81,108,3,1,2,0,2,235,489,11.0,36.0,2400.0,1140.0,1.46,2.66,1
63,127,2,1,2,0,3,195,421,185.0,107.0,284.0,532.0,2.69,1.47,1
71,1,1,1,1,1,2,691,747,39.0,55.0,1000.0,845.0,1.84,1.95,0
68,47,2,1,0,0,3,652,102,70.0,57.0,750.0,860.0,1.98,1.83,0
46,6,0,1,2,4,1,216,222,9.0,28.0,2625.0,1450.0,2.29,1.62,0
45,132,2,1,1,2,3,216,49,94.0,112.0,635.0,555.0,2.83,1.43,0
11,88,0,1,0,0,1,356,513,102.0,42.0,607.0,1125.0,2.39,1.56,0
53,17,2,1,2,0,3,560,651,52.0,35.0,1085.0,1588.0,2.01,1.8,0
67,15,1,0,2,1,1,708,165,34.0,7.0,1233.0,3820.0,7.24,1.09,0
87,117,0,1,1,0,1,431,629,179.0,117.0,344.0,550.0,4.26,1.21,0
74,64,3,1,0,1,2,324,102,48.0,11.0,1020.0,2280.0,2.89,1.42,0
0,104,0,1,1,0,1,320,642,60.0,219.0,855.0,227.0,1.75,2.06,1
37,52,1,1,0,7,2,135,347,24.0,47.0,1555.0,943.0,1.29,3.52,0
86,116,0,0,2,6,1,593,147,27.0,23.0,1461.0,1665.0,2.25,1.64,1
21,28,0,1,2,0,1,383,405,29.0,57.0,1396.0,997.0,1.67,2.19,1
95,129,1,0,2,0,1,265,248,71.0,58.0,738.0,801.0,2.32,1.59,0
87,78,0,1,1,4,2,553,314,17.0,100.0,2030.0,567.0,1.46,2.73,1
73,102,1,1,0,0,2,102,496,66.0,5.0,759.0,4880.0,9.05,1.06,0
41,21,3,1,2,2,1,524,163,20.0,28.0,2161.0,1881.0,1.93,1.87,0
25,34,0,1,0,0,1,131,348,95.0,71.0,790.0,966.0,1.67,2.2,1
68,47,2,1,0,0,3,595,567,8.0,251.0,3655.0,224.0,1.03,14.0,1
8,114,0,1,0,1,1,132,164,21.0,78.0,1890.0,716.0,2.19,1.65,0
74,64,3,1,0,0,1,488,223,109.0,50.0,577.0,957.0,2.45,1.55,1
57,83,3,1,0,1,1,370,696,42.0,8.0,1025.0,3240.0,4.06,1.24,0
84,112,0,0,2,1,1,642,305,44.0,149.0,1214.0,421.0,1.12,6.26,1
49,74,0,1,1,0,1,199,453,42.0,85.0,1085.0,688.0,1.53,2.46,0
23,131,3,1,2,0,1,472,679,15.0,52.0,2130.0,970.0,1.82,1.98,0
28,97,0,1,2,1,1,96,53,55.0,58.0,919.0,905.0,2.06,1.75,0
45,132,2,1,1,2,3,25,306,21.0,66.0,1654.0,822.0,1.24,4.11,0
53,17,2,1,2,0,4,324,53,32.0,49.0,1240.0,867.0,1.65,2.21,1
75,0,1,0,2,0,1,551,337,66.0,28.0,955.0,1748.0,3.25,1.34,0
68,47,2,1,0,0,4,677,53,31.0,75.0,1225.0,668.0,1.41,2.82,1
38,60,0,1,2,1,1,370,632,112.0,58.0,515.0,870.0,2.21,1.64,1
84,112,0,0,2,0,1,568,101,94.0,61.0,644.0,816.0,2.11,1.72,1
52,90,0,0,2,0,1,632,80,56.0,126.0,915.0,508.0,1.77,2.02,1
84,48,0,0,2,0,2,202,88,145.0,134.0,411.0,455.0,3.18,1.34,0
23,131,3,1,2,2,2,10,493,24.0,2.0,1505.0,9065.0,4.79,1.18,0
64,57,0,1,1,0,1,655,698,393.0,208.0,123.0,294.0,2.47,1.52,1
61,19,0,1,0,0,1,475,279,89.0,112.0,665.0,534.0,2.45,1.54,0
27,37,0,1,2,0,2,114,152,96.0,10.0,580.0,2815.0,4.86,1.18,0
63,127,2,1,2,0,3,330,719,231.0,34.0,201.0,1310.0,3.5,1.3,0
18,14,0,1,0,0,1,198,155,82.0,107.0,651.0,501.0,2.08,1.74,1
41,21,3,1,2,0,2,370,492,90.0,69.0,602.0,732.0,1.34,3.19,1
45,132,2,1,1,0,4,435,89,138.0,182.0,391.0,282.0,1.43,2.75,0
59,27,3,1,2,7,1,551,592,62.0,8.0,821.0,3975.0,3.13,1.37,1
84,112,0,0,2,1,1,662,283,28.0,221.0,1442.0,277.0,1.38,3.0,1
61,19,0,1,0,1,2,108,223,59.0,61.0,891.0,856.0,1.71,2.13,0
52,90,0,0,2,0,2,318,250,47.0,20.0,905.0,1659.0,2.29,1.59,0
63,127,2,1,2,2,3,708,177,74.0,25.0,739.0,1695.0,3.86,1.27,0
45,132,2,1,1,0,3,202,696,89.0,6.0,639.0,4215.0,6.98,1.1,1
74,64,3,1,0,0,2,114,587,38.0,42.0,1120.0,1070.0,1.82,1.94,1
63,127,2,1,2,7,3,765,677,7.0,3.0,3630.0,7135.0,3.84,1.27,0
87,78,0,1,1,1,2,569,223,35.0,46.0,1255.0,1087.0,1.38,3.07,1
40,126,0,1,0,0,2,524,560,134.0,35.0,432.0,1195.0,5.49,1.14,0
63,127,2,1,2,0,4,367,242,128.0,243.0,464.0,217.0,1.54,2.48,0
11,111,0,1,0,0,2,269,144,348.0,115.0,130.0,475.0,1.87,1.92,1
68,47,2,1,0,1,4,220,235,103.0,12.0,567.0,2725.0,9.52,1.06,0
97,133,0,1,2,0,1,187,543,665.0,377.0,32.0,109.0,1.16,5.02,1
45,132,2,1,1,0,3,131,728,72.0,101.0,776.0,607.0,3.97,1.25,0
18,14,0,1,0,0,1,427,31,85.0,148.0,654.0,382.0,1.85,1.96,1
45,132,2,1,1,1,3,222,662,31.0,33.0,1320.0,1265.0,1.69,2.18,0
63,127,2,1,2,1,3,380,629,119.0,33.0,462.0,1310.0,9.3,1.06,0
93,35,0,1,0,0,1,733,462,72.0,129.0,784.0,509.0,1.47,2.66,1
52,90,0,0,2,4,1,640,250,32.0,24.0,1280.0,1560.0,2.26,1.65,0
59,103,3,1,2,1,1,233,313,36.0,15.0,1233.0,2085.0,3.53,1.3,1
60,69,0,0,2,0,1,292,96,51.0,219.0,948.0,254.0,1.57,2.43,1
9,91,1,1,0,2,2,135,49,23.0,16.0,1442.0,1985.0,2.52,1.5,0
45,132,2,1,1,0,3,437,269,59.0,92.0,875.0,617.0,1.89,1.92,1
46,70,0,1,2,0,1,719,350,125.0,75.0,435.0,654.0,2.87,1.41,0
71,99,1,1,1,4,1,147,121,22.0,37.0,2350.0,1615.0,1.96,1.84,1
1,5,1,1,2,0,1,355,678,93.0,32.0,654.0,1246.0,2.43,1.54,1
29,38,1,1,2,4,1,200,592,37.0,14.0,1224.0,2219.0,3.98,1.24,1
68,47,2,1,0,0,3,331,632,82.0,59.0,705.0,855.0,2.41,1.58,0
28,97,1,1,2,0,1,724,82,92.0,39.0,639.0,1345.0,2.87,1.41,0
41,21,3,1,2,0,1,678,484,38.0,79.0,1375.0,759.0,1.93,1.87,0
1,5,1,1,2,0,1,68,534,6.0,39.0,4928.0,1342.0,1.34,3.19,0
96,32,1,1,2,1,1,511,596,31.0,55.0,1315.0,901.0,2.68,1.46,0
41,21,3,1,2,0,2,340,172,200.0,48.0,276.0,1038.0,4.04,1.24,0
37,136,1,1,0,1,2,490,77,683.0,71.0,36.0,715.0,10.35,1.04,0
5,44,0,0,2,0,2,195,629,114.0,50.0,487.0,926.0,3.48,1.3,1
45,132,2,1,1,0,3,669,524,98.0,18.0,585.0,2100.0,5.84,1.14,0
48,85,3,1,0,0,1,22,132,44.0,104.0,1240.0,576.0,1.74,2.1,1
71,1,1,1,1,1,2,681,121,553.0,13.0,58.0,2605.0,4.66,1.18,0
71,1,1,1,1,4,2,121,747,7.0,55.0,4025.0,845.0,1.13,5.97,1
36,53,1,1,1,1,2,49,93,19.0,95.0,2110.0,560.0,1.36,3.1,1
97,133,0,1,2,1,2,640,185,39.0,67.0,1110.0,725.0,2.06,1.75,0
63,127,2,1,2,1,3,90,222,99.0,42.0,812.0,1540.0,1.88,1.93,1
57,83,3,1,0,0,1,164,696,34.0,12.0,1185.0,3175.0,3.44,1.31,0
68,47,2,1,0,1,4,697,621,15.0,91.0,2045.0,580.0,1.01,17.45,1
94,128,1,0,2,1,2,88,473,170.0,112.0,307.0,508.0,1.19,4.48,1
81,108,3,1,2,1,2,406,170,34.0,41.0,1295.0,1116.0,1.98,1.83,0
49,74,0,1,1,0,1,488,599,40.0,75.0,1311.0,816.0,2.39,1.56,0
79,46,0,1,0,1,1,595,279,25.0,101.0,1739.0,682.0,1.4,2.91,0
68,47,2,1,0,0,4,579,163,114.0,13.0,490.0,2900.0,13.69,1.03,0
2,7,0,1,2,0,1,746,679,77.0,49.0,685.0,1050.0,2.01,1.78,1
46,80,0,1,2,1,1,324,702,83.0,119.0,884.0,688.0,1.43,2.78,1
52,90,0,0,2,6,2,529,121,22.0,12.0,1616.0,2495.0,2.99,1.39,0
56,113,3,1,2,1,2,235,568,10.0,50.0,2795.0,903.0,1.19,4.62,1
41,21,3,1,2,1,2,637,496,134.0,3.0,411.0,5675.0,10.82,1.04,0
53,17,2,1,2,2,3,618,63,16.0,57.0,1925.0,865.0,4.04,1.26,0
53,17,2,1,2,0,3,250,80,54.0,64.0,1029.0,819.0,2.49,1.53,0
75,0,1,0,2,1,1,513,337,13.0,28.0,2865.0,1748.0,1.91,1.87,1
6,18,0,1,2,0,2,650,170,114.0,74.0,480.0,670.0,5.14,1.15,1
95,42,1,0,2,1,2,640,493,24.0,2.0,1560.0,10485.0,7.57,1.08,0
45,132,2,1,1,3,4,496,720,1.0,93.0,8770.0,640.0,1.07,9.05,1
23,131,3,1,2,1,1,216,540,36.0,93.0,1689.0,834.0,1.29,3.62,0
11,88,0,1,0,4,1,577,279,105.0,107.0,757.0,747.0,2.01,1.79,0
15,26,0,1,2,1,2,367,677,69.0,20.0,719.0,1600.0,2.85,1.41,0
53,17,2,1,2,0,3,631,49,16.0,72.0,2225.0,776.0,1.42,2.9,1
35,118,0,1,0,0,1,139,36,111.0,149.0,518.0,370.0,1.88,1.91,1
41,21,3,1,2,0,1,10,678,69.0,76.0,989.0,930.0,1.49,2.6,1
48,85,3,1,0,0,1,114,200,51.0,26.0,1190.0,2140.0,2.19,1.67,0
45,75,4,0,2,5,2,493,121,1.0,7.0,11185.0,3450.0,1.24,4.04,1
6,16,0,1,2,6,1,316,147,53.0,30.0,885.0,1345.0,2.42,1.56,0
59,27,3,1,2,2,1,222,200,13.0,39.0,2860.0,1170.0,1.45,2.74,0
40,126,0,1,0,4,1,199,498,117.0,33.0,515.0,1570.0,4.47,1.19,0
68,47,2,1,0,1,3,15,153,68.0,51.0,1020.0,1225.0,2.13,1.73,0
47,71,0,1,0,0,2,164,101,103.0,77.0,592.0,742.0,2.06,1.76,0
68,47,2,1,0,0,4,383,720,60.0,80.0,894.0,720.0,1.45,2.77,1
68,47,2,1,0,7,4,165,733,1.0,9.0,13845.0,3845.0,1.14,5.88,0
43,50,0,1,0,0,1,126,477,264.0,143.0,213.0,430.0,2.53,1.52,0
63,127,2,1,2,0,4,313,344,11.0,92.0,3200.0,618.0,1.18,4.92,1
1,5,1,1,2,0,1,78,25,137.0,19.0,395.0,1771.0,2.91,1.4,0
91,27,3,1,2,0,1,596,248,54.0,70.0,901.0,830.0,1.55,2.42,0
3,10,0,0,2,1,1,200,679,180.0,15.0,326.0,2600.0,2.93,1.39,0
93,35,0,1,0,0,2,135,164,74.0,100.0,770.0,578.0,1.54,2.48,0
74,64,3,1,0,0,1,147,348,27.0,97.0,1665.0,652.0,1.37,3.1,0
96,32,1,1,2,1,2,766,647,42.0,101.0,1030.0,544.0,1.57,2.4,1
45,75,4,0,2,5,1,677,208,5.0,3.0,5025.0,6190.0,3.62,1.29,1
64,57,0,1,1,0,2,451,203,114.0,122.0,477.0,448.0,3.37,1.31,0
18,14,0,1,0,0,2,190,101,114.0,76.0,502.0,728.0,2.02,1.79,1
63,127,2,1,2,1,3,719,119,34.0,170.0,1310.0,313.0,2.0,1.81,0
57,83,3,1,0,0,1,265,213,35.0,15.0,1525.0,2670.0,2.61,1.5,0
77,30,0,0,0,0,1,503,632,64.0,95.0,890.0,618.0,1.32,3.3,1
53,17,2,1,2,3,3,593,592,10.0,6.0,2876.0,3930.0,1.74,2.12,0
74,64,3,1,0,1,1,110,243,22.0,139.0,1870.0,456.0,1.28,3.7,1
60,69,0,0,2,1,1,240,331,109.0,22.0,724.0,2154.0,3.1,1.36,0
11,88,0,1,0,1,1,720,279,81.0,107.0,897.0,747.0,2.41,1.55,0
23,131,3,1,2,1,2,663,652,46.0,54.0,980.0,890.0,1.92,1.87,1
68,47,2,1,0,1,3,422,472,48.0,17.0,976.0,1965.0,7.34,1.1,0
47,71,0,1,0,4,1,235,337,52.0,26.0,1163.0,2235.0,2.46,1.55,0
92,75,4,0,2,5,1,592,765,5.0,8.0,5205.0,3585.0,2.22,1.66,0
10,119,1,0,2,0,2,747,61,58.0,93.0,865.0,575.0,2.2,1.66,0
