p1_rank,p2_rank,p1_winrate,p2_winrate,surface,target
44.0,120.0,0.6393939393939394,0.3884297520661157,3,1
120.0,44.0,0.3884297520661157,0.6393939393939394,3,0
81.0,109.0,0.41935483870967744,0.2916666666666667,3,1
109.0,81.0,0.2916666666666667,0.41935483870967744,3,0
61.0,156.0,0.47101449275362317,0.4,3,1
156.0,61.0,0.4,0.47101449275362317,3,0
46.0,302.0,0.4880952380952381,0.5,3,1
302.0,46.0,0.5,0.4880952380952381,3,0
76.0,105.0,0.40853658536585363,0.45454545454545453,3,1
105.0,76.0,0.45454545454545453,0.40853658536585363,3,0
35.0,191.0,0.4937106918238994,0.5,3,1
191.0,35.0,0.5,0.4937106918238994,3,0
114.0,316.0,0.3617021276595745,0.37777777777777777,3,1
316.0,114.0,0.37777777777777777,0.3617021276595745,3,0
44.0,81.0,0.6393939393939394,0.41935483870967744,3,1
81.0,44.0,0.41935483870967744,0.6393939393939394,3,0
46.0,61.0,0.4880952380952381,0.47101449275362317,3,1
61.0,46.0,0.47101449275362317,0.4880952380952381,3,0
76.0,35.0,0.40853658536585363,0.4937106918238994,3,1
35.0,76.0,0.4937106918238994,0.40853658536585363,3,0
114.0,44.0,0.3617021276595745,0.6393939393939394,3,1
44.0,114.0,0.6393939393939394,0.3617021276595745,3,0
46.0,76.0,0.4880952380952381,0.40853658536585363,3,1
76.0,46.0,0.40853658536585363,0.4880952380952381,3,0
114.0,46.0,0.3617021276595745,0.4880952380952381,3,1
46.0,114.0,0.4880952380952381,0.3617021276595745,3,0
6.0,76.0,0.6451612903225806,0.6285714285714286,3,1
76.0,6.0,0.6285714285714286,0.6451612903225806,3,0
30.0,36.0,0.48623853211009177,0.49375,3,1
36.0,30.0,0.49375,0.48623853211009177,3,0
65.0,40.0,0.4661016949152542,0.46190476190476193,3,1
40.0,65.0,0.46190476190476193,0.4661016949152542,3,0
21.0,20.0,0.5587044534412956,0.671280276816609,3,1
20.0,21.0,0.671280276816609,0.5587044534412956,3,0
8.0,80.0,0.6096491228070176,0.43333333333333335,3,1
80.0,8.0,0.43333333333333335,0.6096491228070176,3,0
123.0,193.0,0.792,0.4349775784753363,3,1
193.0,123.0,0.4349775784753363,0.792,3,0
64.0,31.0,0.488,0.5301204819277109,3,1
31.0,64.0,0.5301204819277109,0.488,3,0
14.0,37.0,0.6401098901098901,0.47126436781609193,3,1
37.0,14.0,0.47126436781609193,0.6401098901098901,3,0
51.0,13.0,0.5,0.6465753424657534,3,1
13.0,51.0,0.6465753424657534,0.5,3,0
59.0,38.0,0.5157232704402516,0.5051546391752577,3,1
38.0,59.0,0.5051546391752577,0.5157232704402516,3,0
56.0,35.0,0.48333333333333334,0.45977011494252873,3,1
35.0,56.0,0.45977011494252873,0.48333333333333334,3,0
43.0,7.0,0.5,0.6747311827956989,3,1
7.0,43.0,0.6747311827956989,0.5,3,0
45.0,19.0,0.6945337620578779,0.5645161290322581,3,1
19.0,45.0,0.5645161290322581,0.6945337620578779,3,0
23.0,39.0,0.5973154362416108,0.4648648648648649,3,1
39.0,23.0,0.4648648648648649,0.5973154362416108,3,0
26.0,147.0,0.5389830508474577,0.6,3,1
147.0,26.0,0.6,0.5389830508474577,3,0
27.0,3.0,0.45849802371541504,0.66015625,3,1
3.0,27.0,0.66015625,0.45849802371541504,3,0
6.0,30.0,0.6451612903225806,0.48623853211009177,3,1
30.0,6.0,0.48623853211009177,0.6451612903225806,3,0
21.0,65.0,0.5587044534412956,0.4661016949152542,3,1
65.0,21.0,0.4661016949152542,0.5587044534412956,3,0
8.0,123.0,0.6096491228070176,0.792,3,1
123.0,8.0,0.792,0.6096491228070176,3,0
64.0,14.0,0.488,0.6401098901098901,3,1
14.0,64.0,0.6401098901098901,0.488,3,0
59.0,51.0,0.5157232704402516,0.5,3,1
51.0,59.0,0.5,0.5157232704402516,3,0
56.0,43.0,0.48333333333333334,0.5,3,1
43.0,56.0,0.5,0.48333333333333334,3,0
45.0,23.0,0.6945337620578779,0.5973154362416108,3,1
23.0,45.0,0.5973154362416108,0.6945337620578779,3,0
26.0,27.0,0.5389830508474577,0.45849802371541504,3,1
27.0,26.0,0.45849802371541504,0.5389830508474577,3,0
6.0,21.0,0.6451612903225806,0.5587044534412956,3,1
21.0,6.0,0.5587044534412956,0.6451612903225806,3,0
8.0,64.0,0.6096491228070176,0.488,3,1
64.0,8.0,0.488,0.6096491228070176,3,0
59.0,56.0,0.5157232704402516,0.48333333333333334,3,1
56.0,59.0,0.48333333333333334,0.5157232704402516,3,0
26.0,45.0,0.5389830508474577,0.6945337620578779,3,1
45.0,26.0,0.6945337620578779,0.5389830508474577,3,0
8.0,6.0,0.6096491228070176,0.6451612903225806,3,1
6.0,8.0,0.6451612903225806,0.6096491228070176,3,0
59.0,26.0,0.5157232704402516,0.5389830508474577,3,1
26.0,59.0,0.5389830508474577,0.5157232704402516,3,0
8.0,59.0,0.6096491228070176,0.5157232704402516,3,1
59.0,8.0,0.5157232704402516,0.6096491228070176,3,0
150.0,100.0,0.08333333333333333,0.46601941747572817,1,1
100.0,150.0,0.46601941747572817,0.08333333333333333,1,0
137.0,85.0,0.3333333333333333,0.4583333333333333,1,1
85.0,137.0,0.4583333333333333,0.3333333333333333,1,0
101.0,79.0,0.4,0.38636363636363635,1,1
79.0,101.0,0.38636363636363635,0.4,1,0
57.0,90.0,0.391304347826087,0.4696969696969697,1,1
90.0,57.0,0.4696969696969697,0.391304347826087,1,0
60.0,89.0,0.4774774774774775,0.37593984962406013,1,1
89.0,60.0,0.37593984962406013,0.4774774774774775,1,0
86.0,181.0,0.45918367346938777,1.0,1,1
181.0,86.0,1.0,0.45918367346938777,1,0
74.0,97.0,0.4224137931034483,0.4594594594594595,1,1
97.0,74.0,0.4594594594594595,0.4224137931034483,1,0
62.0,115.0,0.42424242424242425,0.3050847457627119,1,1
115.0,62.0,0.3050847457627119,0.42424242424242425,1,0
150.0,22.0,0.08333333333333333,0.5540540540540541,1,1
22.0,150.0,0.5540540540540541,0.08333333333333333,1,0
46.0,71.0,0.4900662251655629,0.42857142857142855,1,1
71.0,46.0,0.42857142857142855,0.4900662251655629,1,0
137.0,29.0,0.3333333333333333,0.4934210526315789,1,1
29.0,137.0,0.4934210526315789,0.3333333333333333,1,0
57.0,101.0,0.391304347826087,0.4,1,1
101.0,57.0,0.4,0.391304347826087,1,0
60.0,86.0,0.4774774774774775,0.45918367346938777,1,1
86.0,60.0,0.45918367346938777,0.4774774774774775,1,0
42.0,74.0,0.525,0.4224137931034483,1,1
74.0,42.0,0.4224137931034483,0.525,1,0
106.0,62.0,0.3875,0.42424242424242425,1,1
62.0,106.0,0.42424242424242425,0.3875,1,0
46.0,150.0,0.4900662251655629,0.08333333333333333,1,1
150.0,46.0,0.08333333333333333,0.4900662251655629,1,0
137.0,57.0,0.3333333333333333,0.391304347826087,1,1
57.0,137.0,0.391304347826087,0.3333333333333333,1,0
42.0,60.0,0.525,0.4774774774774775,1,1
60.0,42.0,0.4774774774774775,0.525,1,0
9.0,106.0,0.5504885993485342,0.3875,1,1
106.0,9.0,0.3875,0.5504885993485342,1,0
137.0,46.0,0.3333333333333333,0.4900662251655629,1,1
46.0,137.0,0.4900662251655629,0.3333333333333333,1,0
9.0,42.0,0.5504885993485342,0.525,1,1
42.0,9.0,0.525,0.5504885993485342,1,0
9.0,137.0,0.5504885993485342,0.3333333333333333,1,1
137.0,9.0,0.3333333333333333,0.5504885993485342,1,0
177.0,799.0,0.36507936507936506,0.3333333333333333,3,1
799.0,177.0,0.3333333333333333,0.36507936507936506,3,0
387.0,194.0,0.375,0.4090909090909091,3,1
194.0,387.0,0.4090909090909091,0.375,3,0
177.0,387.0,0.36507936507936506,0.375,3,1
387.0,177.0,0.375,0.36507936507936506,3,0
194.0,425.0,0.4090909090909091,0.3333333333333333,3,1
425.0,194.0,0.3333333333333333,0.4090909090909091,3,0
268.0,983.0,0.42105263157894735,0.16666666666666666,3,1
983.0,268.0,0.16666666666666666,0.42105263157894735,3,0
560.0,382.0,0.375,0.4,3,1
382.0,560.0,0.4,0.375,3,0
560.0,268.0,0.375,0.42105263157894735,3,1
268.0,560.0,0.42105263157894735,0.375,3,0
232.0,457.0,0.3333333333333333,0.8,3,1
457.0,232.0,0.8,0.3333333333333333,3,0
28.0,54.0,0.5196850393700787,0.4901185770750988,3,1
54.0,28.0,0.4901185770750988,0.5196850393700787,3,0
42.0,41.0,0.4597156398104265,0.46236559139784944,3,1
41.0,42.0,0.46236559139784944,0.4597156398104265,3,0
262.0,95.0,0.4011299435028249,0.2978723404255319,3,1
95.0,262.0,0.2978723404255319,0.4011299435028249,3,0
67.0,122.0,0.4451219512195122,0.3333333333333333,3,1
122.0,67.0,0.3333333333333333,0.4451219512195122,3,0
33.0,35.0,0.4900990099009901,0.45454545454545453,3,1
35.0,33.0,0.45454545454545453,0.4900990099009901,3,0
14.0,32.0,0.639344262295082,0.5211267605633803,3,1
32.0,14.0,0.5211267605633803,0.639344262295082,3,0
84.0,20.0,0.4852941176470588,0.6689655172413793,3,1
20.0,84.0,0.6689655172413793,0.4852941176470588,3,0
46.0,27.0,0.524390243902439,0.4588235294117647,3,1
27.0,46.0,0.4588235294117647,0.524390243902439,3,0
50.0,163.0,0.6145454545454545,0.35294117647058826,3,1
163.0,50.0,0.35294117647058826,0.6145454545454545,3,0
13.0,39.0,0.644808743169399,0.5,3,1
39.0,13.0,0.5,0.644808743169399,3,0
44.0,201.0,0.5,0.425531914893617,3,1
201.0,44.0,0.425531914893617,0.5,3,0
6.0,28.0,0.847457627118644,0.5196850393700787,3,1
28.0,6.0,0.5196850393700787,0.847457627118644,3,0
42.0,262.0,0.4597156398104265,0.4011299435028249,3,1
262.0,42.0,0.4011299435028249,0.4597156398104265,3,0
11.0,67.0,0.5431472081218274,0.4451219512195122,3,1
67.0,11.0,0.4451219512195122,0.5431472081218274,3,0
33.0,14.0,0.4900990099009901,0.639344262295082,3,1
14.0,33.0,0.639344262295082,0.4900990099009901,3,0
46.0,84.0,0.524390243902439,0.4852941176470588,3,1
84.0,46.0,0.4852941176470588,0.524390243902439,3,0
8.0,50.0,0.6180257510729614,0.6145454545454545,3,1
50.0,8.0,0.6145454545454545,0.6180257510729614,3,0
13.0,44.0,0.644808743169399,0.5,3,1
44.0,13.0,0.5,0.644808743169399,3,0
4.0,45.0,0.6805896805896806,0.5,3,1
45.0,4.0,0.5,0.6805896805896806,3,0
42.0,6.0,0.4597156398104265,0.847457627118644,3,1
6.0,42.0,0.847457627118644,0.4597156398104265,3,0
33.0,11.0,0.4900990099009901,0.5431472081218274,3,1
11.0,33.0,0.5431472081218274,0.4900990099009901,3,0
8.0,46.0,0.6180257510729614,0.524390243902439,3,1
46.0,8.0,0.524390243902439,0.6180257510729614,3,0
13.0,4.0,0.644808743169399,0.6805896805896806,3,1
4.0,13.0,0.6805896805896806,0.644808743169399,3,0
42.0,33.0,0.4597156398104265,0.4900990099009901,3,1
33.0,42.0,0.4900990099009901,0.4597156398104265,3,0
13.0,8.0,0.644808743169399,0.6180257510729614,3,1
8.0,13.0,0.6180257510729614,0.644808743169399,3,0
42.0,13.0,0.4597156398104265,0.644808743169399,3,1
13.0,42.0,0.644808743169399,0.4597156398104265,3,0
63.0,219.0,0.4666666666666667,0.16666666666666666,3,1
219.0,63.0,0.16666666666666666,0.4666666666666667,3,0
93.0,40.0,0.4576271186440678,0.6942675159235668,3,1
40.0,93.0,0.6942675159235668,0.4576271186440678,3,0
66.0,61.0,0.6486486486486487,0.515748031496063,3,1
61.0,66.0,0.515748031496063,0.6486486486486487,3,0
87.0,59.0,0.4666666666666667,0.475177304964539,3,1
59.0,87.0,0.475177304964539,0.4666666666666667,3,0
287.0,127.0,0.3804347826086957,0.4444444444444444,3,1
127.0,287.0,0.4444444444444444,0.3804347826086957,3,0
120.0,65.0,0.4,0.4117647058823529,3,1
65.0,120.0,0.4117647058823529,0.4,3,0
34.0,115.0,0.5925925925925926,0.3235294117647059,3,1
115.0,34.0,0.3235294117647059,0.5925925925925926,3,0
166.0,98.0,0.375,0.4,3,1
98.0,166.0,0.4,0.375,3,0
76.0,105.0,0.6197183098591549,0.45714285714285713,3,1
105.0,76.0,0.45714285714285713,0.6197183098591549,3,0
5.0,81.0,0.6470588235294118,0.5589519650655022,3,1
81.0,5.0,0.5589519650655022,0.6470588235294118,3,0
93.0,63.0,0.4576271186440678,0.4666666666666667,3,1
63.0,93.0,0.4666666666666667,0.4576271186440678,3,0
31.0,66.0,0.5238095238095238,0.6486486486486487,3,1
66.0,31.0,0.6486486486486487,0.5238095238095238,3,0
287.0,87.0,0.3804347826086957,0.4666666666666667,3,1
87.0,287.0,0.4666666666666667,0.3804347826086957,3,0
21.0,120.0,0.56,0.4,3,1
120.0,21.0,0.4,0.56,3,0
34.0,166.0,0.5925925925925926,0.375,3,1
166.0,34.0,0.375,0.5925925925925926,3,0
3.0,76.0,0.6575875486381323,0.6197183098591549,3,1
76.0,3.0,0.6197183098591549,0.6575875486381323,3,0
93.0,5.0,0.4576271186440678,0.6470588235294118,3,1
5.0,93.0,0.6470588235294118,0.4576271186440678,3,0
287.0,21.0,0.3804347826086957,0.56,3,1
21.0,287.0,0.56,0.3804347826086957,3,0
3.0,34.0,0.6575875486381323,0.5925925925925926,3,1
34.0,3.0,0.5925925925925926,0.6575875486381323,3,0
93.0,31.0,0.4576271186440678,0.5238095238095238,3,1
31.0,93.0,0.5238095238095238,0.4576271186440678,3,0
3.0,287.0,0.6575875486381323,0.3804347826086957,3,1
287.0,3.0,0.3804347826086957,0.6575875486381323,3,0
3.0,93.0,0.6575875486381323,0.4576271186440678,3,1
93.0,3.0,0.4576271186440678,0.6575875486381323,3,0
104.0,112.0,0.4318181818181818,0.625,1,1
112.0,104.0,0.625,0.4318181818181818,1,0
86.0,102.0,0.4595959595959596,0.39759036144578314,1,1
102.0,86.0,0.39759036144578314,0.4595959595959596,1,0
110.0,146.0,0.3225806451612903,0.478494623655914,1,1
146.0,110.0,0.478494623655914,0.3225806451612903,1,0
118.0,89.0,0.3,0.373134328358209,1,1
89.0,118.0,0.373134328358209,0.3,1,0
64.0,746.0,0.4251497005988024,0.48623853211009177,1,1
746.0,64.0,0.48623853211009177,0.4251497005988024,1,0
97.0,79.0,0.45535714285714285,0.37777777777777777,1,1
79.0,97.0,0.37777777777777777,0.45535714285714285,1,0
182.0,657.0,0.8333333333333334,0.75,1,1
657.0,182.0,0.75,0.8333333333333334,1,0
121.0,143.0,0.5,0.4166666666666667,1,1
143.0,121.0,0.4166666666666667,0.5,1,0
85.0,101.0,0.44,0.4090909090909091,1,1
101.0,85.0,0.4090909090909091,0.44,1,0
171.0,100.0,0.3333333333333333,0.4645161290322581,1,1
100.0,171.0,0.4645161290322581,0.3333333333333333,1,0
168.0,129.0,0.5,0.3148148148148148,1,1
129.0,168.0,0.3148148148148148,0.5,1,0
410.0,29.0,0.3333333333333333,0.4918032786885246,1,1
29.0,410.0,0.4918032786885246,0.3333333333333333,1,0
86.0,104.0,0.4595959595959596,0.4318181818181818,1,1
104.0,86.0,0.4318181818181818,0.4595959595959596,1,0
57.0,110.0,0.4824561403508772,0.3225806451612903,1,1
110.0,57.0,0.3225806451612903,0.4824561403508772,1,0
118.0,64.0,0.3,0.4251497005988024,1,1
64.0,118.0,0.4251497005988024,0.3,1,0
97.0,182.0,0.45535714285714285,0.8333333333333334,1,1
182.0,97.0,0.8333333333333334,0.45535714285714285,1,0
121.0,55.0,0.5,0.3983050847457627,1,1
55.0,121.0,0.3983050847457627,0.5,1,0
171.0,85.0,0.3333333333333333,0.44,1,1
85.0,171.0,0.44,0.3333333333333333,1,0
22.0,168.0,0.5466666666666666,0.5,1,1
168.0,22.0,0.5,0.5466666666666666,1,0
86.0,410.0,0.4595959595959596,0.3333333333333333,1,1
410.0,86.0,0.3333333333333333,0.4595959595959596,1,0
118.0,57.0,0.3,0.4824561403508772,1,1
57.0,118.0,0.4824561403508772,0.3,1,0
121.0,97.0,0.5,0.45535714285714285,1,1
97.0,121.0,0.45535714285714285,0.5,1,0
22.0,171.0,0.5466666666666666,0.3333333333333333,1,1
171.0,22.0,0.3333333333333333,0.5466666666666666,1,0
118.0,86.0,0.3,0.4595959595959596,1,1
86.0,118.0,0.4595959595959596,0.3,1,0
22.0,121.0,0.5466666666666666,0.5,1,1
121.0,22.0,0.5,0.5466666666666666,1,0
22.0,118.0,0.5466666666666666,0.3,1,1
118.0,22.0,0.3,0.5466666666666666,1,0
87.0,55.0,0.46875,0.43609022556390975,3,1
55.0,87.0,0.43609022556390975,0.46875,3,0
258.0,66.0,0.4022346368715084,0.6473214285714286,3,1
66.0,258.0,0.6473214285714286,0.4022346368715084,3,0
44.0,65.0,0.5269461077844312,0.4457831325301205,3,1
65.0,44.0,0.4457831325301205,0.5269461077844312,3,0
43.0,64.0,0.5,0.47183098591549294,3,1
64.0,43.0,0.47183098591549294,0.5,3,0
42.0,77.0,0.47058823529411764,0.6164383561643836,3,1
77.0,42.0,0.6164383561643836,0.47058823529411764,3,0
150.0,40.0,0.2,0.45989304812834225,3,1
40.0,150.0,0.45989304812834225,0.2,3,0
86.0,99.0,0.4230769230769231,0.39285714285714285,3,1
99.0,86.0,0.39285714285714285,0.4230769230769231,3,0
53.0,47.0,0.4881889763779528,0.4934640522875817,3,1
47.0,53.0,0.4934640522875817,0.4881889763779528,3,0
49.0,89.0,0.6137184115523465,0.37037037037037035,3,1
89.0,49.0,0.37037037037037035,0.6137184115523465,3,0
39.0,104.0,0.46946564885496184,0.4398148148148148,3,1
104.0,39.0,0.4398148148148148,0.46946564885496184,3,0
41.0,38.0,0.692063492063492,0.494949494949495,3,1
38.0,41.0,0.494949494949495,0.692063492063492,3,0
52.0,76.0,0.5,0.4166666666666667,3,1
76.0,52.0,0.4166666666666667,0.5,3,0
81.0,122.0,0.4857142857142857,0.3,3,1
122.0,81.0,0.3,0.4857142857142857,3,0
8.0,87.0,0.6186440677966102,0.46875,3,1
87.0,8.0,0.46875,0.6186440677966102,3,0
30.0,36.0,0.49514563106796117,0.4722222222222222,3,1
36.0,30.0,0.4722222222222222,0.49514563106796117,3,0
26.0,258.0,0.45703125,0.4022346368715084,3,1
258.0,26.0,0.4022346368715084,0.45703125,3,0
44.0,15.0,0.5269461077844312,0.5673076923076923,3,1
15.0,44.0,0.5673076923076923,0.5269461077844312,3,0
11.0,221.0,0.6469002695417789,0.3958333333333333,3,1
221.0,11.0,0.3958333333333333,0.6469002695417789,3,0
32.0,43.0,0.5964912280701754,0.5,3,1
43.0,32.0,0.5,0.5964912280701754,3,0
42.0,28.0,0.47058823529411764,0.5193798449612403,3,1
28.0,42.0,0.5193798449612403,0.47058823529411764,3,0
37.0,150.0,0.449438202247191,0.2,3,1
150.0,37.0,0.2,0.449438202247191,3,0
22.0,86.0,0.5595238095238095,0.4230769230769231,3,1
86.0,22.0,0.4230769230769231,0.5595238095238095,3,0
53.0,23.0,0.4881889763779528,0.5960264900662252,3,1
23.0,53.0,0.5960264900662252,0.4881889763779528,3,0
35.0,49.0,0.4864864864864865,0.6137184115523465,3,1
49.0,35.0,0.6137184115523465,0.4864864864864865,3,0
12.0,39.0,0.542713567839196,0.46946564885496184,3,1
39.0,12.0,0.46946564885496184,0.542713567839196,3,0
41.0,13.0,0.692063492063492,0.6385869565217391,3,1
13.0,41.0,0.6385869565217391,0.692063492063492,3,0
59.0,163.0,0.4854368932038835,0.16666666666666666,3,1
163.0,59.0,0.16666666666666666,0.4854368932038835,3,0
33.0,52.0,0.5174825174825175,0.5,3,1
52.0,33.0,0.5,0.5174825174825175,3,0
81.0,4.0,0.4857142857142857,0.6797066014669927,3,1
4.0,81.0,0.6797066014669927,0.4857142857142857,3,0
8.0,30.0,0.6186440677966102,0.49514563106796117,3,1
30.0,8.0,0.49514563106796117,0.6186440677966102,3,0
44.0,26.0,0.5269461077844312,0.45703125,3,1
26.0,44.0,0.45703125,0.5269461077844312,3,0
32.0,11.0,0.5964912280701754,0.6469002695417789,3,1
11.0,32.0,0.6469002695417789,0.5964912280701754,3,0
42.0,37.0,0.47058823529411764,0.449438202247191,3,1
37.0,42.0,0.449438202247191,0.47058823529411764,3,0
53.0,22.0,0.4881889763779528,0.5595238095238095,3,1
22.0,53.0,0.5595238095238095,0.4881889763779528,3,0
12.0,35.0,0.542713567839196,0.4864864864864865,3,1
35.0,12.0,0.4864864864864865,0.542713567839196,3,0
41.0,59.0,0.692063492063492,0.4854368932038835,3,1
59.0,41.0,0.4854368932038835,0.692063492063492,3,0
81.0,33.0,0.4857142857142857,0.5174825174825175,3,1
33.0,81.0,0.5174825174825175,0.4857142857142857,3,0
8.0,44.0,0.6186440677966102,0.5269461077844312,3,1
44.0,8.0,0.5269461077844312,0.6186440677966102,3,0
42.0,32.0,0.47058823529411764,0.5964912280701754,3,1
32.0,42.0,0.5964912280701754,0.47058823529411764,3,0
12.0,53.0,0.542713567839196,0.4881889763779528,3,1
53.0,12.0,0.4881889763779528,0.542713567839196,3,0
81.0,41.0,0.4857142857142857,0.692063492063492,3,1
41.0,81.0,0.692063492063492,0.4857142857142857,3,0
42.0,8.0,0.47058823529411764,0.6186440677966102,3,1
8.0,42.0,0.6186440677966102,0.47058823529411764,3,0
81.0,12.0,0.4857142857142857,0.542713567839196,3,1
12.0,81.0,0.542713567839196,0.4857142857142857,3,0
42.0,81.0,0.47058823529411764,0.4857142857142857,3,1
81.0,42.0,0.4857142857142857,0.47058823529411764,3,0
7.0,132.0,0.6729222520107239,0.5714285714285714,3,1
132.0,7.0,0.5714285714285714,0.6729222520107239,3,0
54.0,82.0,0.4827586206896552,0.52,3,1
82.0,54.0,0.52,0.4827586206896552,3,0
154.0,123.0,0.23076923076923078,0.35135135135135137,3,1
123.0,154.0,0.35135135135135137,0.23076923076923078,3,0
25.0,112.0,0.5315315315315315,0.5357142857142857,3,1
112.0,25.0,0.5357142857142857,0.5315315315315315,3,0
19.0,51.0,0.6769759450171822,0.49206349206349204,3,1
51.0,19.0,0.49206349206349204,0.6769759450171822,3,0
71.0,563.0,0.43333333333333335,0.5,3,1
563.0,71.0,0.5,0.43333333333333335,3,0
61.0,389.0,0.4672131147540984,0.25,3,1
389.0,61.0,0.25,0.4672131147540984,3,0
17.0,68.0,0.580441640378549,0.40384615384615385,3,1
68.0,17.0,0.40384615384615385,0.580441640378549,3,0
16.0,34.0,0.6166134185303515,0.49221183800623053,3,1
34.0,16.0,0.49221183800623053,0.6166134185303515,3,0
46.0,62.0,0.5301204819277109,0.5137254901960784,3,1
62.0,46.0,0.5137254901960784,0.5301204819277109,3,0
56.0,145.0,0.4260355029585799,0.6,3,1
145.0,56.0,0.6,0.4260355029585799,3,0
120.0,9.0,0.625,0.5562700964630225,3,1
9.0,120.0,0.5562700964630225,0.625,3,0
18.0,58.0,0.56,0.4020618556701031,3,1
58.0,18.0,0.4020618556701031,0.56,3,0
92.0,45.0,0.6153846153846154,0.6396396396396397,3,1
45.0,92.0,0.6396396396396397,0.6153846153846154,3,0
27.0,84.0,0.6114649681528662,0.3695652173913043,3,1
84.0,27.0,0.3695652173913043,0.6114649681528662,3,0
5.0,31.0,0.6457399103139013,0.49019607843137253,3,1
31.0,5.0,0.49019607843137253,0.6457399103139013,3,0
7.0,54.0,0.6729222520107239,0.4827586206896552,3,1
54.0,7.0,0.4827586206896552,0.6729222520107239,3,0
25.0,154.0,0.5315315315315315,0.23076923076923078,3,1
154.0,25.0,0.23076923076923078,0.5315315315315315,3,0
71.0,19.0,0.43333333333333335,0.6769759450171822,3,1
19.0,71.0,0.6769759450171822,0.43333333333333335,3,0
61.0,17.0,0.4672131147540984,0.580441640378549,3,1
17.0,61.0,0.580441640378549,0.4672131147540984,3,0
16.0,46.0,0.6166134185303515,0.5301204819277109,3,1
46.0,16.0,0.5301204819277109,0.6166134185303515,3,0
120.0,56.0,0.625,0.4260355029585799,3,1
56.0,120.0,0.4260355029585799,0.625,3,0
18.0,92.0,0.56,0.6153846153846154,3,1
92.0,18.0,0.6153846153846154,0.56,3,0
5.0,27.0,0.6457399103139013,0.6114649681528662,3,1
27.0,5.0,0.6114649681528662,0.6457399103139013,3,0
7.0,25.0,0.6729222520107239,0.5315315315315315,3,1
25.0,7.0,0.5315315315315315,0.6729222520107239,3,0
71.0,61.0,0.43333333333333335,0.4672131147540984,3,1
61.0,71.0,0.4672131147540984,0.43333333333333335,3,0
120.0,16.0,0.625,0.6166134185303515,3,1
16.0,120.0,0.6166134185303515,0.625,3,0
5.0,18.0,0.6457399103139013,0.56,3,1
18.0,5.0,0.56,0.6457399103139013,3,0
7.0,71.0,0.6729222520107239,0.43333333333333335,3,1
71.0,7.0,0.43333333333333335,0.6729222520107239,3,0
5.0,120.0,0.6457399103139013,0.625,3,1
120.0,5.0,0.625,0.6457399103139013,3,0
7.0,5.0,0.6729222520107239,0.6457399103139013,3,1
5.0,7.0,0.6457399103139013,0.6729222520107239,3,0
126.0,91.0,0.48,0.620817843866171,3,1
91.0,126.0,0.620817843866171,0.48,3,0
59.0,178.0,0.4855769230769231,0.3253012048192771,3,1
178.0,59.0,0.3253012048192771,0.4855769230769231,3,0
233.0,72.0,0.35185185185185186,0.512280701754386,3,1
72.0,233.0,0.512280701754386,0.35185185185185186,3,0
113.0,125.0,0.5172413793103449,0.4666666666666667,3,1
125.0,113.0,0.4666666666666667,0.5172413793103449,3,0
60.0,80.0,0.43283582089552236,0.46534653465346537,3,1
80.0,60.0,0.46534653465346537,0.43283582089552236,3,0
103.0,122.0,0.4630225080385852,0.2727272727272727,3,1
122.0,103.0,0.2727272727272727,0.4630225080385852,3,0
123.0,49.0,0.3482142857142857,0.49224806201550386,3,1
49.0,123.0,0.49224806201550386,0.3482142857142857,3,0
116.0,79.0,0.41935483870967744,0.4411764705882353,3,1
79.0,116.0,0.4411764705882353,0.41935483870967744,3,0
62.0,93.0,0.3979591836734694,0.44,3,1
93.0,62.0,0.44,0.3979591836734694,3,0
94.0,181.0,0.6666666666666666,0.3225806451612903,3,1
181.0,94.0,0.3225806451612903,0.6666666666666666,3,0
45.0,84.0,0.6377245508982036,0.4444444444444444,3,1
84.0,45.0,0.4444444444444444,0.6377245508982036,3,0
87.0,77.0,0.6,0.41420118343195267,3,1
77.0,87.0,0.41420118343195267,0.6,3,0
46.0,158.0,0.5294117647058824,0.3076923076923077,3,1
158.0,46.0,0.3076923076923077,0.5294117647058824,3,0
110.0,85.0,0.3076923076923077,0.3617021276595745,3,1
85.0,110.0,0.3617021276595745,0.3076923076923077,3,0
104.0,280.0,0.3548387096774194,0.4260355029585799,3,1
280.0,104.0,0.4260355029585799,0.3548387096774194,3,0
57.0,71.0,0.4830508474576271,0.4826086956521739,3,1
71.0,57.0,0.4826086956521739,0.4830508474576271,3,0
88.0,53.0,0.41935483870967744,0.484375,3,1
53.0,88.0,0.484375,0.41935483870967744,3,0
56.0,66.0,0.472,0.46853146853146854,3,1
66.0,56.0,0.46853146853146854,0.472,3,0
108.0,82.0,0.4444444444444444,0.5181159420289855,3,1
82.0,108.0,0.5181159420289855,0.4444444444444444,3,0
162.0,54.0,0.4,0.47058823529411764,3,1
54.0,162.0,0.47058823529411764,0.4,3,0
95.0,167.0,0.44680851063829785,0.5,3,1
167.0,95.0,0.5,0.44680851063829785,3,0
83.0,132.0,0.47058823529411764,0.5,3,1
132.0,83.0,0.5,0.47058823529411764,3,0
89.0,142.0,0.4264705882352941,0.16666666666666666,3,1
142.0,89.0,0.16666666666666666,0.4264705882352941,3,0
120.0,67.0,0.40298507462686567,0.4431137724550898,3,1
67.0,120.0,0.4431137724550898,0.40298507462686567,3,0
74.0,111.0,0.46703296703296704,0.3333333333333333,3,1
